Title,Director,Star Cast,Year,IMDb Rating,MetaScore,Certificates,Genre,Second_Genre,Third_Genre,Poster-src,Duration (minutes)
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,Paige Turco,1991,6.0,45.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BODdkMTk5ODMtYjhkMS00MGNlLThkMmItYjRjMTc2ZWY1OWIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,8,190,281_.jpg",88.0
October Sky,Joe Johnston,Jake Gyllenhaal,1999,7.8,71.0,PG,Biography,Drama,Family,"https://m.media-amazon.com/images/M/MV5BODcwMGNhNGMtMTU4ZC00M2YxLWI4NTAtN2Q2OGU4NWJhNGViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",108.0
Klaus,Sergio Pablos,Jason Schwartzman,2019,8.2,65.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",96.0
The Ultimate Gift,Michael O. Sajbel,Drew Fuller,2006,7.3,49.0,PG,Drama,Family,Romance,"https://m.media-amazon.com/images/M/MV5BYjQxZjMyOGItZDgxZS00NzkwLThjNjgtM2Q3YjdjZTQzNGZjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",114.0
Home Alone 3,Raja Gosnell,Alex D. Linz,1997,4.6,57.1,PG,Action,Comedy,Crime,"https://m.media-amazon.com/images/M/MV5BZTJhYjVhOWMtYTUyOS00NWM0LThjNzYtZWYxOTkwN2FhODg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",102.0
"Lyle, Lyle, Crocodile",Josh Gordon,Javier Bardem,2022,6.1,51.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BYjNhZjA3MTctOTFjNi00Mjg5LTk3ODctOGZkNDMyMjY3YWNhXkEyXkFqcGdeQXVyMTI2ODM1ODUw._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Chip 'n Dale: Rescue Rangers,Akiva Schaffer,Andy Samberg,2022,7.0,66.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BZjBlMjIxN2ItNTMyNi00NDk5LWFhMzEtNzdiODE0Y2M4MWI2XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UY281_CR2,0,190,281_.jpg",97.0
Lady and the Tramp,Clyde Geronimi,Barbara Luddy,1955,7.3,78.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYTI1ZDc1OTItM2EzNS00ODMxLWIxYzctOTc5YWNiYzI3NGZiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY281_CR2,0,190,281_.jpg",76.0
Chicken Little,Mark Dindal,Zach Braff,2005,5.7,48.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTM3MTIzMDQxMV5BMl5BanBnXkFtZTYwNTE0Mjg3._V1_QL75_UX190_CR0,0,190,281_.jpg",81.0
The Secret Life of Pets 2,Chris Renaud,Patton Oswalt,2019,6.4,55.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMzdlMWQzZmItMDA5Ny00MGFjLTk0MDAtYjgzMmMyNTEwMzdhXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_QL75_UX190_CR0,10,190,281_.jpg",86.0
The Thundermans Return,Trevor Kirschner,Kira Kosarin,2024,4.9,57.1,TV-G,Action,Comedy,Crime,"https://m.media-amazon.com/images/M/MV5BZTg4ODVkYzYtNDFhZi00ZGU3LTgxY2UtM2VhMzNiYzY3NGMzXkEyXkFqcGdeQXVyNDY5MDU2MDQ@._V1_QL75_UY281_CR18,0,190,281_.jpg",70.0
Evan Almighty,Tom Shadyac,Steve Carell,2007,5.4,37.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTUxMTEzODYxMV5BMl5BanBnXkFtZTcwNzQ4ODU0MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",96.0
We Have a Ghost,Christopher Landon,Jahi Di'Allo Winston,2023,6.1,53.0,PG-13,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BODcxMDFkOTQtN2YzYS00YjkxLWFhMDUtMDc5ZmU4YmE4YWRmXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UX190_CR0,0,190,281_.jpg",126.0
Ramona and Beezus,Elizabeth Allen Rosenbaum,Joey King,2010,6.5,56.0,G,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTk4MTU0MTczM15BMl5BanBnXkFtZTcwNjYzOTI0Mw@@._V1_QL75_UX190_CR0,1,190,281_.jpg",103.0
Inkheart,Iain Softley,Brendan Fraser,2008,6.1,49.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTg5NTc2MDEwN15BMl5BanBnXkFtZTcwMTA5ODQ5MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
The Muppets,James Bobin,Amy Adams,2011,7.1,75.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMjE0MTM4NTc3NF5BMl5BanBnXkFtZTcwMjYzOTIxNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",103.0
Problem Child,Dennis Dugan,Michael Oliver,1990,5.5,27.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BYzk3NGI4NjgtYTJkNS00NzBmLTllYTAtYzE1ZGJlOWQ0MDQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg",81.0
Ice Age: The Meltdown,Carlos Saldanha,Ray Romano,2006,6.8,59.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjAwODg3OTAxMl5BMl5BanBnXkFtZTcwMjg2NjYyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
Whisper of the Heart,Yoshifumi Kondô,Yoko Honna,1995,7.8,75.0,G,Animation,Drama,Family,"https://m.media-amazon.com/images/M/MV5BZDg0MWNmNjktMGEwZC00ZDlmLWI1MTUtMDBmNjQzMWM2NjBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",111.0
The Boss Baby 2: Family Business,Tom McGrath,Alec Baldwin,2021,5.9,39.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYWY1N2I5MGUtZTBmNS00MWZmLWEyNzAtZjliNzk0ZDVkYzI1XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,10,190,281_.jpg",107.0
Monsters vs. Aliens,Rob Letterman,Reese Witherspoon,2009,6.4,56.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
Mr. Peabody & Sherman,Rob Minkoff,Ty Burrell,2014,6.8,59.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNzA3MTRiYzYtYWY0MS00M2Y3LWEwZTUtODNmMzE0MzE1NWFjXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX190_CR0,2,190,281_.jpg",92.0
Sleeping Beauty,Les Clark,Mary Costa,1959,7.2,85.0,G,Animation,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BOTJmZjA3MjMtMWNmZS00YTliLWFhMWUtZDU2NGJhNTlmY2ZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",75.0
Percy Jackson: Sea of Monsters,Thor Freudenthal,Logan Lerman,2013,5.7,39.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BYmE4MThmY2UtNDYxOC00YmFkLTg1NGEtMTQ3YTFmZjdhZmRiXkEyXkFqcGdeQXVyNjA3MDQ1NzY@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Little Giants,Duwayne Dunham,Rick Moranis,1994,6.4,57.1,PG,Comedy,Family,Sport,"https://m.media-amazon.com/images/M/MV5BNTBlNGFmNTktZGJlZi00ZWNkLWI0MGItNjhhNjQyNWM1MmVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",107.0
Sleepover,Joe Nussbaum,Alexa PenaVega,2004,5.3,33.0,PG,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BMTA4ODg1OTk2MjJeQTJeQWpwZ15BbWU3MDc4MzIyNzQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",89.0
The Rescuers,John Lounsbery,Bob Newhart,1977,6.9,74.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjMwNDU4MjQtNGVkMi00YTdlLTk2NTgtMjRjYzM3YjZkN2ZmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",77.0
The Secret World of Arrietty,Hiromasa Yonebayashi,Bridgit Mendler,2010,7.6,80.0,G,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BZDY3ZGI0ZDAtMThlNy00MzAxLTg4YjAtNjkwYTkxNmQ4MjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",94.0
The Great Mouse Detective,Ron Clements,Vincent Price,1986,7.1,73.0,G,Animation,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BZjdjODMwOWQtN2Q2Ni00NzJjLWI3ZDYtNDdkM2VkMzkyNmM4XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_QL75_UX190_CR0,0,190,281_.jpg",74.0
The Three Stooges,Bobby Farrelly,Sean Hayes,2012,5.1,56.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BMDRiNTAwNmYtZWY0Ni00MzI4LTg5OTYtZDdjYjNlM2E2ZmRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",92.0
Alice Through the Looking Glass,James Bobin,Mia Wasikowska,2016,6.2,34.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTc2NjExMTIyN15BMl5BanBnXkFtZTgwMjg0OTIwODE@._V1_QL75_UX190_CR0,0,190,281_.jpg",113.0
A Dog's Purpose,Lasse Hallström,Josh Gad,2017,7.2,43.0,PG,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BNDQ4NjkxNzgzN15BMl5BanBnXkFtZTgwMjAzODQ4OTE@._V1_QL75_UX190_CR0,10,190,281_.jpg",100.0
Kicking & Screaming,Jesse Dylan,Will Ferrell,2005,5.6,45.0,PG,Comedy,Family,Romance,"https://m.media-amazon.com/images/M/MV5BMTA5Njk1MjEzMzZeQTJeQWpwZ15BbWU3MDY3NjY4MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Open Season,Roger Allers,Ashton Kutcher,2006,6.1,49.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTQwOTg2MjU0OV5BMl5BanBnXkFtZTcwMzIzNTQzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",86.0
10 Lives,Christopher Jenkins,Mo Gilligan,2024,5.9,57.1,TV-G,Animation,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BZDc3NDQzNzktOTk0OC00MWY1LWFjNGQtZDg0M2ZkNTc0YmM2XkEyXkFqcGdeQXVyMjEyMzc1Njg@._V1_QL75_UX190_CR0,2,190,281_.jpg",88.0
The Wiz,Sidney Lumet,Diana Ross,1978,5.5,53.0,G,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNTRmNmE1ZDgtY2RjNi00MGRmLThlYjUtNGY4YWZkM2E1YmI2XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",134.0
Horton Hears a Who!,Jimmy Hayward,Jim Carrey,2008,6.8,71.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYzk5YzhjODYtZDc3Mi00OTYyLWIyYzAtMzZjYTljYTYzODM1XkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_QL75_UY281_CR1,0,190,281_.jpg",86.0
The Imaginary,Yoshiyuki Momose,Kokoro Terada,2023,6.7,66.0,PG,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BYTZlMThmZDAtYTA1Zi00YzU2LTkwZTEtYjgyZGU4NTRkYjE4XkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg",105.0
The Angry Birds Movie 2,Thurop Van Orman,Jason Sudeikis,2019,6.4,60.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BYzdkNGJhNzQtMjY1OC00MDI3LTk0ZDUtNzU0MGZiY2YwZGUxXkEyXkFqcGdeQXVyNzMxNjQxMTk@._V1_QL75_UX190_CR0,0,190,281_.jpg",97.0
Beethoven,Brian Levant,Charles Grodin,1992,5.7,57.1,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BODgwY2MyMTItMzY1OC00YmU3LTlhOWMtYWFkNGJjNzIwOWZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",87.0
Three Men and a Baby,Leonard Nimoy,Tom Selleck,1987,6.1,61.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BOTFhMjAwNTMtYjVlMi00NTc5LTg4ZWItYjZlYjg1ZDJmNDljXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",102.0
What a Girl Wants,Dennie Gordon,Amanda Bynes,2003,5.8,41.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BOTllOWQyNzktMTE5OS00NzJkLTgyYjUtNjIwY2Y4OThhNjgxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
Soul Surfer,Sean McNamara,AnnaSophia Robb,2011,7.0,53.0,PG,Biography,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTU2MDg0OTYyM15BMl5BanBnXkFtZTcwMjg5MjY0NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",112.0
Rio 2,Carlos Saldanha,Jesse Eisenberg,2014,6.3,49.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTgzMDczMDYzNl5BMl5BanBnXkFtZTgwMzk2MDIwMTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0
The Sorcerer's Apprentice,Jon Turteltaub,Nicolas Cage,2010,6.1,46.0,PG,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BN2EwMzg3YWUtMTQyYS00ZDY3LTgzNTctOWI5NzY3MmZkOTk2XkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_QL75_UY281_CR1,0,190,281_.jpg",109.0
The Croods: A New Age,Joel Crawford,Nicolas Cage,2020,6.9,56.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNjUwNjdhM2UtYTcxZC00NTI4LTlhZWMtMGEzNjBiZWI1NzJiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,10,190,281_.jpg",95.0
Strange World,Don Hall,Jake Gyllenhaal,2022,5.7,65.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTE0Y2I1NDUtN2Q1YS00MTdhLTg0OTItZjJhNWJiNTUwYzM5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",102.0
The Polar Express,Robert Zemeckis,Tom Hanks,2004,6.6,61.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTM1NTU0NTE4MV5BMl5BanBnXkFtZTcwMTQ0MjEzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",100.0
Castle in the Sky,Hayao Miyazaki,Mayumi Tanaka,1986,8.0,78.0,PG,Animation,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BNDFhZmY2NTgtMzljYy00MTlhLTgyMjItNTEwZWJkYThhYzkyXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",125.0
Alvin and the Chipmunks: The Squeakquel,Betty Thomas,Jason Lee,2009,4.5,41.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMGM5Zjg0MzktYmZmZC00OWU5LTgzZDQtODM1NjdjMGE4ZDVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",88.0
Chicken Run,Peter Lord,Mel Gibson,2000,7.1,88.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNDgxNjZlZDYtZGJmZC00Mjg0LWEwYzctYWQ0MWFjNTM3ZmM4XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UY281_CR0,0,190,281_.jpg",84.0
Doraemon the Movie: Nobita's Earth Symphony,Kazuaki Imai,Wasabi Mizuta,2024,6.8,57.1,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNDQ2NjNjZGMtOTQ0My00ZGEwLTk1ODEtYmVhNTgyZmViZGZmXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UY281_CR5,0,190,281_.jpg",100.0
Daddy Day Care,Steve Carr,Eddie Murphy,2003,5.6,39.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BNTZiYjEzY2UtMzA2OC00NjM1LWFlMjItMzg4MTAwOTU2YzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",92.0
Scooby-Doo 2: Monsters Unleashed,Raja Gosnell,Freddie Prinze Jr.,2004,5.2,34.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMjEzNzk3NTE1Ml5BMl5BanBnXkFtZTYwODM1MTU3._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Monte Carlo,Thomas Bezucha,Selena Gomez,2011,5.8,43.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMjE4NjM3NjI1Nl5BMl5BanBnXkFtZTcwNjA5MzY1NQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",109.0
Chicken Run: Dawn of the Nugget,Sam Fell,Thandiwe Newton,2023,6.4,63.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMzNhZTkyMWItMTAwZS00ZGJkLTlkMTctNjc5ZDdkMDNmMmE1XkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_QL75_UX190_CR0,0,190,281_.jpg",98.0
D2: The Mighty Ducks,Sam Weisman,Emilio Estevez,1994,6.1,57.1,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMjA1YjVjZWQtZTNkYS00NTA2LThhODUtZTI1MzIwMWRjNWMzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Dennis the Menace,Nick Castle,Walter Matthau,1993,5.7,49.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BOWY1NGQ3YjktMmU0MS00Y2YyLThlOGEtNTNjNDJkNjVjZTM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",94.0
Rise of the Guardians,Peter Ramsey,Hugh Jackman,2012,7.2,58.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_QL75_UX190_CR0,7,190,281_.jpg",97.0
The Golden Compass,Chris Weitz,Nicole Kidman,2007,6.1,51.0,PG-13,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTM2NDkxMjQxMV5BMl5BanBnXkFtZTYwNTMxMDM4._V1_QL75_UX190_CR0,0,190,281_.jpg",113.0
Spirit: Stallion of the Cimarron,Kelly Asbury,Matt Damon,2002,7.2,52.0,G,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BMTgyOTUzNDA1N15BMl5BanBnXkFtZTYwNjgwMDM3._V1_QL75_UY281_CR0,0,190,281_.jpg",83.0
Bee Movie,Simon J. Smith,Jerry Seinfeld,2007,6.1,54.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
Diary of a Wimpy Kid: Rodrick Rules,David Bowers,Zachary Gordon,2011,6.6,51.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTcxNDYwOTEzMl5BMl5BanBnXkFtZTcwOTA3MzY3NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",99.0
Brother Bear,Aaron Blaise,Joaquin Phoenix,2003,6.9,48.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTIyNTAyNDYxNF5BMl5BanBnXkFtZTYwNjYwMjg2._V1_QL75_UX190_CR0,0,190,281_.jpg",85.0
My Fair Lady,George Cukor,Audrey Hepburn,1964,7.7,95.0,G,Drama,Family,Musical,"https://m.media-amazon.com/images/M/MV5BNGM0ZTU3NmItZmRmMy00YWNjLWEzMWItYzg3MzcwZmM5NjdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY281_CR8,0,190,281_.jpg",170.0
The Book of Life,Jorge R. Gutiérrez,Diego Luna,2014,7.2,67.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTkzOTgzNDYzOF5BMl5BanBnXkFtZTgwOTgxMTkyMjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Madagascar 3: Europe's Most Wanted,Eric Darnell,Ben Stiller,2012,6.8,60.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BZjEzYTZjMmYtZGRjMy00ZGNjLThkMzAtY2Y4Y2E5YWYxNWU2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Lost in Space,Stephen Hopkins,Gary Oldman,1998,5.2,43.0,PG-13,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BYmRkOGIxZDEtZTU3YS00ZjY1LTliNTItOGVhNWNlZDA2MDQwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,2,190,281_.jpg",130.0
The Day the Earth Blew Up: A Looney Tunes Movie,Peter Browngardt,Eric Bauza,2024,8.4,57.1,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BN2Q2MDQ4MWYtMzk0My00NWFkLTlkZmEtNDgwNThhYjAzODg4XkEyXkFqcGdeQXVyMTE2NDA4MDMy._V1_QL75_UY281_CR18,0,190,281_.jpg",100.0
Around the World in 80 Days,Frank Coraci,Jackie Chan,2004,5.9,49.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOGI2ODRiYzctMzA4YS00ZThhLWI5NzYtZDRhOGQyNDQyYmE3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",120.0
The Pacifier,Adam Shankman,Vin Diesel,2005,5.6,30.0,PG,Action,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BMTE5MTcxOTQxNl5BMl5BanBnXkFtZTYwMzk3Nzg2._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Peter Pan & Wendy,David Lowery,Alexander Molony,2023,4.4,61.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BZTIzNTQ0ZTYtZGIwOC00NzIxLWI0OWMtY2JlNTNiOTM1MWZhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
True Spirit,Sarah Spillane,Alyla Browne,2023,6.8,50.0,TV-PG,Adventure,Biography,Drama,"https://m.media-amazon.com/images/M/MV5BZDliNjMwYjktMGI5Zi00OWVkLWJmOWYtNjAxNGI1YzA3MTYxXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UY281_CR18,0,190,281_.jpg",109.0
Fiddler on the Roof,Norman Jewison,Topol,1971,8.0,67.0,G,Drama,Family,Musical,"https://m.media-amazon.com/images/M/MV5BODQ5NGUzMzQtZTJjZC00MTk0LThjNmMtYzRjMjI1YTZiNmM5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,5,190,281_.jpg",181.0
Marley & Me,David Frankel,Owen Wilson,2008,7.0,53.0,PG,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BYTdiZGY1MTctMjQzYy00ZTc0LThiM2EtY2U2OGIwYjBiNTM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",115.0
Clash of the Titans,Desmond Davis,Laurence Olivier,1981,6.9,59.0,PG,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BZTQ4NDUxMTUtZDM0YS00MTk5LWExMWMtZjBiYTFjYTM3ZjJkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",118.0
Eragon,Stefen Fangmeier,Ed Speleers,2006,5.1,38.0,PG,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BNzMyMGI1N2UtNzc5YS00OGNkLTg1OTktMTNkMmY2Zjk1NTQxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
Puss in Boots,Chris Miller,Antonio Banderas,2011,6.6,65.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMWZiZTc0NTktNzNmZC00M2M3LTkwMDMtZGU3Mzg4NWI0ZjdjXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",90.0
Disenchanted,Adam Shankman,Amy Adams,2022,5.6,50.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BNDVhYjU1ZjUtNzI3Ni00Mzg5LWJhNGYtMjE3Y2FlZWY2Y2Y2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",119.0
Speed Racer,Lana Wachowski,Emile Hirsch,2008,6.1,37.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMWU4Y2RhYzMtYzIxZC00NmRlLTk0OTctNDg1NTg5Yjk4YjQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",135.0
Journey to the Center of the Earth,Henry Levin,James Mason,1959,7.0,57.1,Approved,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTM1YjMzZGYtMjg0MS00MzM1LWJkMzctMjFhNTA4M2NjOGNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",129.0
